Number,Title,Year,Runtime,Genre,Rating,Budget,Votes,Metascore
792,Safety Not Guaranteed,-2012,86 min,Adventure -  Comedy -  Drama,6.9,"$750,000 ",127676,72
793,The Cat Returns,-2002,75 min,Animation -  Adventure -  Comedy,7.1,,59530,70
794,Cat People,-1982,118 min,Fantasy -  Horror -  Thriller,6.2,"$18,000,000 ",22737,61
795,The Santa Clause,-1994,97 min,Comedy -  Drama -  Family,6.5,"$22,000,000 ",124713,57
796,Underworld: Awakening,-2012,88 min,Action -  Fantasy -  Horror,6.3,"$70,000,000 ",157533,39
797,Night of the Demons,-1988,90 min,Comedy -  Fantasy -  Horror,6.1,"$1,200,000 ",17463,
798,Where the Wild Things Are,-2009,101 min,Adventure -  Drama -  Family,6.7,"$100,000,000 ",106612,71
799,Hop,-2011,95 min,Animation -  Adventure -  Comedy,5.4,"$63,000,000 ",35693,41
800,The Witcher: Nightmare of the Wolf,-2021,83 min,Animation -  Action -  Adventure,7.2,,46960,67
800,The Witcher: Nightmare of the Wolf,-2021,83 min,Animation -  Action -  Adventure,7.2,,46960,67
801,*batteries not included,-1987,106 min,Comedy -  Family -  Fantasy,6.6,"$25,000,000 ",36579,54
802,The Last Unicorn,-1982,92 min,Animation -  Adventure -  Drama,7.3,"$3,500,000 ",27956,70
803,Jason and the Argonauts,-1963,104 min,Action -  Adventure -  Family,7.3,"$2,500,000 ",29407,69
804,Epic Tails,-2022,95 min,Animation -  Adventure -  Comedy,5.9,,245,
805,Season of the Witch,-2011,95 min,Action -  Adventure -  Fantasy,5.4,"$40,000,000 ",95927,28
806,The Secret Garden,-2020,99 min,Drama -  Family -  Fantasy,5.6,,9365,59
807,My Little Pony: A New Generation,-2021,90 min,Animation -  Adventure -  Comedy,6.8,,4110,
808,Over the Moon,-2020,95 min,Animation -  Adventure -  Comedy,6.3,,23620,60
809,Xanadu,-1980,96 min,Fantasy -  Musical -  Romance,5.3,"$20,000,000 ",14652,31
810,Arabian Nights,-1974,130 min,Comedy -  Drama -  Fantasy,6.7,,8544,
811,In the Name of the King: A Dungeon Siege Tale,-2007,127 min,Action -  Adventure -  Fantasy,3.8,"$60,000,000 ",49945,15
812,Gulliver's Travels,-2010,85 min,Adventure -  Comedy -  Family,4.9,"$112,000,000 ",71340,33
813,Unicorn Wars,-2022,92 min,Animation -  Action -  Comedy,6.8,,971,73
814,A Dog's Journey,-2019,109 min,Adventure -  Comedy -  Drama,7.4,"$16,000,000 ",26394,43
815,The Hudsucker Proxy,-1994,111 min,Comedy -  Drama -  Fantasy,7.2,"$40,000,000 ",82751,53
816,Injustice,-2021,78 min,Animation -  Action -  Adventure,6.4,"$20,000,000 ",14067,
817,Black Clover: Sword of the Wizard King,-2023,110 min,Animation -  Action -  Adventure,9.5,,82,
818,Evil Toons,-1992,90 min,Animation -  Comedy -  Horror,4.1,"$140,000 ",3332,
819,Om Shanti Om,-2007,162 min,Action -  Comedy -  Drama,6.7,,46070,
820,The Legend of Maula Jatt,-2022,153 min,Action -  Drama -  Fantasy,8.7,"PKR 700,000,000",9962,
821,Little Monsters,-1989,100 min,Adventure -  Comedy -  Family,6,"$4,500,000 ",13618,
822,Darkness Falls,-2003,86 min,Fantasy -  Horror -  Mystery,4.9,"$11,000,000 ",32537,23
823,New Nightmare,-1994,112 min,Fantasy -  Horror -  Mystery,6.4,"$8,000,000 ",60934,64
824,Masters of the Universe,-2024,,Animation -  Action -  Adventure,,,,
825,One Piece Film: Red,-2022,115 min,Animation -  Action -  Adventure,6.6,,10513,69
826,Young Sherlock Holmes,-1985,109 min,Adventure -  Fantasy -  Mystery,6.8,"$18,000,000 ",22368,65
827,The Tale of The Princess Kaguya,-2013,137 min,Animation -  Drama -  Family,8,"¥5,000,000,000",49418,89
828,Nanny McPhee Returns,-2010,109 min,Comedy -  Family -  Fantasy,6.1,"$35,000,000 ",34627,52
829,Wolves,-2014,91 min,Action -  Fantasy -  Horror,5.3,"$18,000,000 ",9985,37
830,Leprechaun,-1993,92 min,Comedy -  Fantasy -  Horror,4.8,"$900,000 ",28538,17
831,Dragonslayer,-1981,109 min,Action -  Adventure -  Fantasy,6.6,"$18,000,000 ",18926,68
832,Birdemic: Shock and Terror,-2010,105 min,Fantasy -  Horror -  Mystery,1.7,"$10,000 ",24396,
833,Camelot,-1967,179 min,Adventure -  Comedy -  Drama,6.5,"$13,000,000 ",7089,70
834,Mortal Kombat: Annihilation,-1997,95 min,Action -  Adventure -  Fantasy,3.6,"$30,000,000 ",56125,11
835,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",-2014,81 min,Comedy -  Drama -  Family,6.2,"$28,000,000 ",45299,54
836,The Craft: Legacy,-2020,97 min,Drama -  Fantasy -  Horror,4.5,,14768,54
837,Thirst,-2009,134 min,Drama -  Fantasy -  Horror,7.1,"$5,000,000 ",49061,73
838,Isn't It Romantic,-2019,89 min,Comedy -  Fantasy -  Musical,5.9,"$31,000,000 ",71666,60
839,Creepshow 2,-1987,92 min,Fantasy -  Horror,6,"$3,500,000 ",26900,39
840,Red Lights,-2012,114 min,Drama -  Fantasy -  Mystery,6.2,"€14,000,000",63324,36
841,Ninja Scroll,-1993,94 min,Animation -  Action -  Adventure,7.8,,38719,
842,Descendants: The Rise of Red,,,Action -  Adventure -  Family,,,,
843,Song of the South,-1946,94 min,Animation -  Comedy -  Family,7,,14549,54
844,Rubber,-2010,82 min,Comedy -  Fantasy -  Horror,5.7,"$500,000 ",38552,59
845,Astro Boy,-2009,94 min,Animation -  Action -  Adventure,6.2,"$65,000,000 ",38133,53
846,Byzantium,-2012,118 min,Drama -  Fantasy -  Horror,6.5,"£8,000,000",44704,66
847,Race to Witch Mountain,-2009,98 min,Action -  Adventure -  Family,5.7,"$65,000,000 ",61248,52
848,The Man Who Killed Don Quixote,-2018,132 min,Adventure -  Comedy -  Drama,6.3,"€17,000,000",20973,58
849,Teen Wolf Too,-1987,95 min,Comedy -  Fantasy,3.4,"$3,000,000 ",12070,8
850,The Crow: City of Angels,-1996,84 min,Action -  Crime -  Fantasy,4.6,"$13,000,000 ",20922,
850,The Crow: City of Angels,-1996,84 min,Action -  Crime -  Fantasy,4.6,"$13,000,000 ",20922,
851,Secret Things,-2002,115 min,Comedy -  Drama -  Fantasy,6,,5206,55
852,Alvin and the Chipmunks: The Road Chip,-2015,92 min,Animation -  Adventure -  Comedy,4.9,"$90,000,000 ",20932,33
853,Penelope,-2006,104 min,Comedy -  Fantasy -  Romance,6.7,"$15,000,000 ",64618,48
854,The NeverEnding Story III,-1994,95 min,Adventure -  Comedy -  Family,3.1,"$17,000,000 ",11911,
855,ParaNorman,-2012,92 min,Animation -  Adventure -  Comedy,7,"$60,000,000 ",105598,72
856,Night at the Museum: Kahmunrah Rises Again,-2022,77 min,Animation -  Adventure -  Comedy,5,,2026,
857,Monkeybone,-2001,93 min,Animation -  Comedy -  Fantasy,4.8,"$75,000,000 ",18608,40
858,Spirit Halloween,-2022,87 min,Adventure -  Family -  Fantasy,4.4,,866,48
859,Death Note,-2006,126 min,Crime -  Drama -  Fantasy,7.5,"$20,000,000 ",31126,
860,The Monster,-2016,91 min,Drama -  Fantasy -  Horror,5.4,"$2,700,000 ",18418,69
861,Sinbad: Legend of the Seven Seas,-2003,86 min,Animation -  Adventure -  Comedy,6.7,"$60,000,000 ",56725,48
862,Spy Kids 4: All the Time in the World,-2011,89 min,Action -  Adventure -  Comedy,3.5,"$27,000,000 ",26710,37
863,Mr. Magorium's Wonder Emporium,-2007,93 min,Comedy -  Family -  Fantasy,6.2,"$65,000,000 ",46739,48
864,The Brave Little Toaster,-1987,90 min,Animation -  Adventure -  Family,7.3,"$2,300,000 ",26732,
865,Shin Kamen Rider,-2023,121 min,Action -  Adventure -  Drama,6.3,,259,
866,The Phantom,-1996,100 min,Action -  Adventure -  Comedy,5,"$45,000,000 ",34829,53
867,The Indian in the Cupboard,-1995,96 min,Drama -  Family -  Fantasy,6,"$45,000,000 ",30068,58
868,Book of Shadows: Blair Witch 2,-2000,90 min,Adventure -  Fantasy -  Horror,4,"$15,000,000 ",39017,15
869,Beauty and the Beast,-2014,112 min,Drama -  Family -  Fantasy,6.4,"€33,000,000",21667,39
870,Return to Never Land,-2002,72 min,Animation -  Adventure -  Family,5.8,"$20,000,000 ",21151,49
871,The Double Life of Véronique,-1991,98 min,Drama -  Fantasy -  Music,7.7,,50574,86
872,Wizards,-1977,80 min,Animation -  Adventure -  Fantasy,6.3,"$1,200,000 ",12346,
873,The Addams Family 2,-2021,93 min,Animation -  Adventure -  Comedy,5.4,,14091,37
874,Valhalla Rising,-2009,93 min,Action -  Adventure -  Drama,6,"£4,000,000",61987,61
875,Double Dragon,-1994,96 min,Action -  Adventure -  Comedy,3.9,"$7,850,000 ",13251,
876,The Little Prince,-2015,108 min,Animation -  Adventure -  Drama,7.7,"$81,200,000 ",64033,70
877,Beastly,-2011,86 min,Drama -  Fantasy -  Romance,5.5,"$17,000,000 ",78655,40
878,The Wolfman,-2010,103 min,Drama -  Fantasy -  Horror,5.8,"$150,000,000 ",108604,43
879,Shin Ultraman,-2022,118 min,Action -  Adventure -  Drama,6.5,"¥900,000,000",2556,85
880,The Lure,-2015,92 min,Drama -  Fantasy -  Horror,6.3,,9081,72
881,Abominable,-2019,97 min,Animation -  Adventure -  Comedy,7,"$75,000,000 ",40352,61
882,Herbie Fully Loaded,-2005,101 min,Adventure -  Comedy -  Family,4.9,"$50,000,000 ",49171,47
883,Mine,(II) (2016),106 min,Drama -  Fantasy -  Thriller,5.8,,20051,40
884,Vampire Hunter D: Bloodlust,-2000,103 min,Animation -  Action -  Drama,7.6,,33361,62
885,Jason Goes to Hell: The Final Friday,-1993,87 min,Fantasy -  Horror -  Thriller,4.1,"$3,000,000 ",34320,17
886,A Writer's Odyssey,-2021,130 min,Action -  Adventure -  Fantasy,6.2,,3108,
887,The Boxtrolls,-2014,96 min,Animation -  Adventure -  Comedy,6.8,"$60,000,000 ",59583,61
888,The Kid Who Would Be King,-2019,120 min,Action -  Adventure -  Family,6.1,"$59,000,000 ",17731,66
889,Dumbo,-1941,64 min,Animation -  Adventure -  Drama,7.2,"$950,000 ",136091,96
890,Harold and the Purple Crayon,-2023,92 min,Animation -  Family -  Fantasy,,,,
891,The One and Only Ivan,-2020,95 min,Adventure -  Comedy -  Drama,6.5,,12825,58
892,The City of Lost Children,-1995,112 min,Drama -  Fantasy -  Sci-Fi,7.5,"$18,000,000 ",69941,73
893,The Beast,-1975,98 min,Drama -  Fantasy -  Horror,5.7,,5087,
894,Ghost Graduation,-2012,88 min,Adventure -  Comedy -  Fantasy,6.3,,3528,
895,G-Force,-2009,88 min,Animation -  Action -  Adventure,5.1,"$150,000,000 ",48131,41
896,Troll Hunter,-2010,103 min,Drama -  Fantasy -  Horror,6.9,"NOK 19,900,000",77176,61
897,A Dark Song,-2016,100 min,Drama -  Fantasy -  Horror,6.2,,19284,71
898,Blaze,-2022,101 min,Animation -  Crime -  Drama,6,,733,85
899,Heaven Can Wait,-1978,101 min,Comedy -  Fantasy -  Romance,6.9,"$6,000,000 ",22301,72
900,BloodRayne,-2005,95 min,Action -  Fantasy -  Horror,2.9,"$25,000,000 ",36257,18
900,BloodRayne,-2005,95 min,Action -  Fantasy -  Horror,2.9,"$25,000,000 ",36257,18
901,The Hungover Games,-2014,85 min,Adventure -  Comedy -  Fantasy,3.5,,15894,
902,Bedazzled,-1967,103 min,Comedy -  Fantasy -  Romance,6.8,"$600,000 ",9486,77
903,Bordello of Blood,-1996,87 min,Comedy -  Fantasy -  Horror,5.4,"$13,000,000 ",15265,36
904,Song of the Sea,-2014,93 min,Animation -  Adventure -  Drama,8,"€5,300,000",60388,85
905,Godsend,-2004,102 min,Action -  Drama -  Fantasy,4.8,"$25,000,000 ",26045,24
906,Smallfoot,-2018,96 min,Animation -  Adventure -  Comedy,6.6,"$80,000,000 ",41147,60
907,The Hunchback of Notre Dame,-2024,,Adventure -  Comedy -  Drama,,,,
908,The Comfort of Strangers,-1990,107 min,Crime -  Drama -  Fantasy,6.3,,5860,61
909,Troll 2,-1990,95 min,Comedy -  Fantasy -  Horror,2.9,"$100,000 ",33609,
910,My Little Pony: The Movie,-2017,99 min,Animation -  Adventure -  Comedy,6.1,"$6,500,000 ",7422,39
911,Pokémon: The First Movie - Mewtwo Strikes Back,-1998,96 min,Animation -  Action -  Adventure,6.2,"$30,000,000 ",44293,35
912,The Cobbler,-2014,99 min,Comedy -  Drama -  Fantasy,5.8,,57891,23
913,Star Wars: Rogue Squadron,-2023,,Action -  Adventure -  Drama,,,,
914,Cosmopolis,-2012,109 min,Crime -  Drama -  Fantasy,5.1,"$20,500,000 ",48825,58
915,The Legend of Bagger Vance,-2000,126 min,Drama -  Fantasy -  Sport,6.7,"$80,000,000 ",58140,47
916,Every Day,-2018,97 min,Drama -  Fantasy -  Romance,6.4,"$4,900,000 ",22565,52
917,Little Evil,-2017,94 min,Comedy -  Fantasy -  Horror,5.7,,22335,
918,One Million Years B.C.,-1966,92 min,Adventure -  Fantasy,5.7,"£422,816",9165,58
919,Dagon,-2001,98 min,Fantasy -  Horror -  Mystery,6.2,"€4,200,000",19744,
920,Mysterious Island,-1961,101 min,Adventure -  Family -  Fantasy,6.7,"$2,000,000 ",7987,
921,Krampus,(I) (2015),98 min,Comedy -  Drama -  Fantasy,6.2,"$15,000,000 ",78802,49
922,Ghosts of Girlfriends Past,-2009,100 min,Comedy -  Fantasy -  Romance,5.8,"$37,500,000 ",91886,34
923,Harvey,-1950,104 min,Comedy -  Drama -  Fantasy,7.9,,56737,
924,Compulsion,-2016,84 min,Drama -  Fantasy -  Horror,3.8,"$2,000,000 ",1673,
925,Are We There Yet?,-2005,95 min,Adventure -  Comedy -  Family,4.7,"$32,000,000 ",33311,27
926,Vampire Killers,-2009,86 min,Action -  Comedy -  Fantasy,5.1,,20481,
927,Deathstalker,-1983,80 min,Action -  Adventure -  Fantasy,4.6,"$457,000 ",5652,
928,Space Sweepers,-2021,136 min,Action -  Adventure -  Drama,6.5,,26981,64
929,Shaakuntalam,-2023,149 min,Drama -  Fantasy -  Romance,4.7,,610,
930,Cats & Dogs,-2001,87 min,Action -  Adventure -  Comedy,5.1,"$60,000,000 ",60935,47
931,Welcome to Marwen,-2018,116 min,Biography -  Comedy -  Drama,6.2,"$39,000,000 ",24867,40
932,Urotsukidoji: Legend of the Overfiend,-1989,108 min,Animation -  Action -  Fantasy,6.3,,3433,
933,The Thundermans Return,,,Action -  Comedy -  Crime,,,,
934,The Gate,-1987,85 min,Fantasy -  Horror,6,"CA$2,500,000",18200,55
935,Mighty Joe Young,-1998,114 min,Action -  Adventure -  Family,5.7,"$90,000,000 ",29885,51
936,Winchester,-2018,99 min,Drama -  Fantasy -  Horror,5.4,"$3,500,000 ",35263,28
937,The Company of Wolves,-1984,95 min,Drama -  Fantasy -  Horror,6.6,"$2,000,000 ",17530,69
938,The Medallion,-2003,88 min,Action -  Comedy -  Fantasy,5.2,"$41,000,000 ",42666,38
939,Solomon Kane,-2009,104 min,Action -  Adventure -  Fantasy,6.1,"$45,000,000 ",74775,48
940,Red Riding Hood,-2011,100 min,Fantasy -  Horror -  Mystery,5.4,"$42,000,000 ",113813,29
941,Evil Dead 2,,,Fantasy -  Horror,,,,
942,Tales from Earthsea,-2006,115 min,Animation -  Adventure -  Fantasy,6.3,,41515,47
943,Bewitched,-2005,102 min,Comedy -  Fantasy -  Romance,4.8,"$85,000,000 ",73712,34
944,Tooth Fairy,(I) (2010),101 min,Comedy -  Family -  Fantasy,5,"$48,000,000 ",47948,36
945,The Swan Princess,-1994,90 min,Animation -  Adventure -  Comedy,6.4,"$45,000,000 ",25907,70
946,I Trapped the Devil,-2019,82 min,Crime -  Drama -  Fantasy,4.8,"$1,000,000 ",2951,47
947,Foodfight!,-2012,91 min,Animation -  Action -  Adventure,1.3,"$65,000,000 ",11358,
948,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,-2022,114 min,Animation -  Action -  Adventure,6.8,,919,41
949,Legend of the Guardians: The Owls of Ga'Hoole,-2010,97 min,Animation -  Action -  Adventure,6.9,"$80,000,000 ",85090,53
950,The Smurfs 2,-2013,105 min,Animation -  Adventure -  Comedy,5.3,"$105,000,000 ",43804,34
950,The Smurfs 2,-2013,105 min,Animation -  Adventure -  Comedy,5.3,"$105,000,000 ",43804,34
951,Life After Beth,-2014,89 min,Comedy -  Fantasy -  Horror,5.6,"$2,400,000 ",22614,50
952,The Barbarians,-1987,87 min,Action -  Adventure -  Fantasy,4.9,"$4,000,000 ",4605,
953,Thomas and the Magic Railroad,-2000,85 min,Adventure -  Comedy -  Drama,4.1,"$19,000,000 ",4540,19
954,Alvin and the Chipmunks: Chipwrecked,-2011,87 min,Animation -  Adventure -  Comedy,4.3,"$75,000,000 ",37159,24
955,Jonah Hex,-2010,81 min,Action -  Drama -  Fantasy,4.7,"$47,000,000 ",60109,33
956,The NeverEnding Story II: The Next Chapter,-1990,89 min,Adventure -  Drama -  Family,5.1,"$36,000,000 ",26727,30
957,Mr. Popper's Penguins,-2011,94 min,Comedy -  Family -  Fantasy,6,"$55,000,000 ",101075,53
958,Goosebumps 2: Slappy's Revenge,-2018,90 min,Adventure -  Comedy -  Fantasy,5.6,"$35,000,000 ",22219,53
959,To the Forest of Firefly Lights,-2011,45 min,Animation -  Drama -  Fantasy,7.8,,19759,
960,Holy Motors,-2012,115 min,Drama -  Fantasy,7,,47465,84
961,Shortcut,(II) (2020),80 min,Adventure -  Fantasy -  Horror,4.1,"€1,200,000",1556,26
962,My Father's Dragon,-2022,99 min,Animation -  Adventure -  Comedy,6.5,,2775,74
963,Quest for Camelot,-1998,86 min,Animation -  Adventure -  Comedy,6.2,"$40,000,000 ",17243,50
964,Secret of the Wings,-2012,75 min,Animation -  Family -  Fantasy,7,"$35,000,000 ",13123,
965,Knights of Badassdom,-2013,86 min,Action -  Adventure -  Comedy,5.6,,21059,56
966,Harmony,(I) (2018),90 min,Fantasy -  Romance -  Thriller,5.6,,1323,
967,The Zero Theorem,-2013,107 min,Comedy -  Drama -  Fantasy,6,"$8,500,000 ",48523,50
968,The Perils of Gwendoline in the Land of the Yik Yak,-1984,87 min,Action -  Adventure -  Comedy,5.2,,3130,
969,Thumbelina,-1994,86 min,Animation -  Adventure -  Family,6.2,"$28,000,000 ",17809,
970,Premonition,(I) (2007),96 min,Drama -  Fantasy -  Mystery,5.9,"$20,000,000 ",79987,29
971,Final Fantasy: The Spirits Within,-2001,106 min,Animation -  Action -  Adventure,6.4,"$137,000,000 ",82938,49
972,Zookeeper,-2011,102 min,Comedy -  Family -  Fantasy,5.2,"$80,000,000 ",62962,30
973,The Sea of Trees,-2015,110 min,Drama -  Fantasy -  Mystery,6.1,"$25,000,000 ",16831,23
974,The Little Mermaid,-2018,85 min,Adventure -  Drama -  Fantasy,4.3,,9216,
975,Wicked City,-1987,82 min,Animation -  Action -  Fantasy,6.7,,8579,
976,I Am Dragon,-2015,110 min,Adventure -  Fantasy -  Romance,6.8,"$18,000,000 ",5747,
977,Charlie St. Cloud,-2010,99 min,Drama -  Fantasy -  Romance,6.4,"$44,000,000 ",63457,37
978,Scrooged,-1988,101 min,Comedy -  Drama -  Fantasy,6.9,"$32,000,000 ",108172,38
979,A Haunted House 2,-2014,86 min,Comedy -  Fantasy -  Horror,4.6,"$4,000,000 ",22455,17
980,The Slipper and the Rose: The Story of Cinderella,-1976,127 min,Adventure -  Family -  Fantasy,6.9,,3008,
981,Nine Days,-2020,124 min,Drama -  Fantasy,6.8,,9455,72
982,A Whisker Away,-2020,104 min,Animation -  Adventure -  Drama,6.7,,11770,
983,Street Fighter: The Legend of Chun-Li,-2009,96 min,Action -  Crime -  Fantasy,3.7,"$18,000,000 ",24546,17
984,We're Back! A Dinosaur's Story,-1993,72 min,Animation -  Adventure -  Comedy,6,,15539,
985,Interstate 60: Episodes of the Road,-2002,116 min,Adventure -  Comedy -  Drama,7.6,"$7,000,000 ",34527,
986,Escape to Witch Mountain,-1975,97 min,Adventure -  Family -  Fantasy,6.3,,10812,60
987,The Ant Bully,-2006,88 min,Animation -  Adventure -  Comedy,5.8,"$50,000,000 ",40563,59
988,Kate & Leopold,-2001,118 min,Comedy -  Fantasy -  Romance,6.4,"$48,000,000 ",86625,44
989,Freddy's Dead: The Final Nightmare,-1991,89 min,Fantasy -  Horror,4.7,"$11,000,000 ",48497,39
990,An American Werewolf in Paris,-1997,98 min,Comedy -  Fantasy -  Horror,5.1,"$25,000,000 ",26029,31
991,Black Knight,-2001,95 min,Adventure -  Comedy -  Fantasy,4.9,"$50,000,000 ",41971,32
992,Something Wicked This Way Comes,-1983,95 min,Fantasy -  Mystery -  Thriller,6.7,"$19,000,000 ",9968,
993,The Little Vampire,-2000,95 min,Adventure -  Comedy -  Family,5.7,"$35,000,000 ",10890,45
994,The Legend of Hercules,-2014,99 min,Action -  Adventure -  Fantasy,4.2,"$70,000,000 ",55237,22
995,Needful Things,-1993,120 min,Crime -  Drama -  Fantasy,6.2,,26178,43
996,Teenage Mutant Ninja Turtles III,-1993,96 min,Action -  Adventure -  Comedy,4.8,"$21,000,000 ",34500,40
997,It's a Boy Girl Thing,-2006,95 min,Comedy -  Fantasy -  Romance,6.2,"$15,500,000 ",41972,
998,Justice Society: World War II,-2021,84 min,Animation -  Action -  Adventure,6.4,,8206,
999,Warlock,-1989,103 min,Action -  Fantasy -  Horror,6.2,"$7,000,000 ",17874,44
"1,000.00",A Christmas Carol,-2009,96 min,Animation -  Adventure -  Comedy,6.8,"$200,000,000 ",122047,55
